vendorID,lpepPickupDatetime,passengerCount,tripDistance,pickupLongitude,pickupLatitude,dropoffLongitude,dropoffLatitude,totalAmount
2,1421075232.0,1,0.75,-73.94490051269531,40.8084716796875,-73.94048309326172,40.814395904541016,5.8
1,1422640928.0,1,0.7,-73.90115356445312,40.847354888916016,-73.90642547607422,40.837501525878906,6.3
2,1421914858.0,1,2.38,-73.93528747558594,40.79604721069336,-73.96637725830078,40.79343032836914,13.8
2,1422657451.0,1,1.93,-73.93895721435547,40.8056755065918,-73.95338439941406,40.78504180908203,8.8
2,1420927147.0,1,8.02,-73.94500732421875,40.81359100341797,-73.98486328125,40.73234176635742,30.8
2,1421632698.0,1,2.38,-73.93766021728516,40.681026458740234,-73.96997833251953,40.69369125366211,12.3
2,1420868318.0,1,0.53,-73.94686126708984,40.78420639038086,-73.95332336425781,40.78847885131836,6.3
2,1421369777.0,1,3.94,-73.9593505859375,40.72053909301758,-74.00643920898438,40.7149772644043,19.4
2,1422276254.0,1,1.79,-73.94378662109375,40.8120231628418,-73.9652099609375,40.803524017333984,10.56
1,1422564054.0,1,0.8,-73.98603057861328,40.668949127197266,-73.97920989990234,40.66188430786133,7.55
1,1421199886.0,1,1.6,-73.94035339355469,40.71201705932617,-73.90965270996094,40.713130950927734,10.3
2,1420456446.0,5,2.33,-73.99212646484375,40.69490051269531,-74.00018310546875,40.71824645996094,13.4
2,1421497673.0,1,1.02,-73.84426879882812,40.72134017944336,-73.85449981689453,40.7115478515625,7.8
2,1420853697.0,1,11.42,-73.86112213134766,40.83369827270508,-73.98085021972656,40.7418098449707,40.3
1,1420304822.0,1,1.0,-73.99250793457031,40.689453125,-73.99585723876953,40.69723129272461,7.55
2,1420211979.0,1,3.91,-73.98661804199219,40.703189849853516,-73.93138122558594,40.69868087768555,19.3
2,1422652829.0,1,3.18,-73.94876861572266,40.80815124511719,-73.91259002685547,40.84075164794922,15.8
2,1421052099.0,1,0.8,-73.95272827148438,40.72505569458008,-73.95841217041016,40.72291564941406,7.05
2,1420477461.0,1,2.0,-73.98998260498047,40.6793098449707,-73.98943328857422,40.703189849853516,14.6
2,1420205475.0,1,0.96,-73.93929290771484,40.842201232910156,-73.9361801147461,40.85431671142578,6.8
2,1420639909.0,1,5.24,-73.8530044555664,40.72188186645508,-73.93388366699219,40.70486068725586,26.6
2,1420077307.0,6,1.14,-73.96160125732422,40.71575164794922,-73.9486312866211,40.70685577392578,10.55
2,1420844690.0,1,0.79,-73.99091339111328,40.68788146972656,-73.99678802490234,40.68353271484375,8.8
2,1420572165.0,1,2.46,-73.94393920898438,40.83560562133789,-73.9076919555664,40.825218200683594,13.3
2,1421419598.0,1,0.39,-73.93780517578125,40.80387878417969,-73.9415283203125,40.79878616333008,4.3
2,1422196549.0,1,2.03,-73.85572052001953,40.840553283691406,-73.84623718261719,40.86277389526367,10.3
1,1422143748.0,1,1.9,-73.95716094970703,40.71839141845703,-73.93706512451172,40.709224700927734,12.95
2,1420087552.0,1,1.17,-73.9177474975586,40.80699157714844,-73.93596649169922,40.81247329711914,9.25
2,1422657983.0,1,1.49,-73.97804260253906,40.686805725097656,-73.98914337158203,40.69371795654297,11.8
1,1421521036.0,1,1.9,-73.94908142089844,40.8027458190918,-73.95210266113281,40.78132247924805,15.8
2,1420662849.0,1,2.17,-73.86981201171875,40.73356246948242,-73.87090301513672,40.70556640625,9.8
2,1421635249.0,1,4.84,-73.96334838867188,40.710296630859375,-74.00354766845703,40.74581527709961,19.8
2,1421744446.0,1,1.17,-73.98719787597656,40.66796112060547,-73.97642517089844,40.68278503417969,10.56
2,1420830869.0,1,11.05,-73.93171691894531,40.85855484008789,-74.01065063476562,40.71924591064453,41.6
2,1420479742.0,1,2.48,-73.95186614990234,40.7489128112793,-73.91886901855469,40.74302673339844,13.8
2,1421416897.0,1,1.0,-73.95463562011719,40.820526123046875,-73.9448013305664,40.82893753051758,7.3
2,1422025716.0,1,1.05,-73.95494842529297,40.78936767578125,-73.95948028564453,40.77692794799805,9.36
2,1422241756.0,1,8.49,-73.83336639404297,40.67341613769531,-73.85745239257812,40.759578704833984,30.0
1,1420417127.0,1,1.6,-73.90714263916016,40.753204345703125,-73.87662506103516,40.75644302368164,9.8
2,1421706833.0,1,1.01,-73.88142395019531,40.75593185424805,-73.86734771728516,40.752586364746094,7.3
1,1421125173.0,3,2.3,-73.85474395751953,40.74282455444336,-73.89090728759766,40.74650955200195,10.3
2,1422606452.0,1,1.19,-73.80747985839844,40.700260162353516,-73.82610321044922,40.69987106323242,9.3
2,1420932735.0,1,1.35,-73.93370819091797,40.8542594909668,-73.92284393310547,40.86893844604492,10.4
1,1420484033.0,1,1.1,-73.95488739013672,40.8051643371582,-73.93942260742188,40.805206298828125,7.8
2,1420530977.0,1,0.7,-73.96340942382812,40.70943832397461,-73.95777893066406,40.7176513671875,6.8
2,1422045389.0,1,1.65,-73.86196899414062,40.730430603027344,-73.86019897460938,40.7495002746582,11.3
2,1422637241.0,1,0.96,-73.95979309082031,40.80882263183594,-73.96000671386719,40.81382751464844,9.12
2,1420219021.0,1,0.83,-73.92142486572266,40.766761779785156,-73.93128204345703,40.77403259277344,6.8
2,1421332229.0,1,1.42,-73.94155883789062,40.80624771118164,-73.94386291503906,40.79631042480469,7.8
2,1421938726.0,1,8.63,-73.97895050048828,40.6684684753418,-74.00841522216797,40.60508346557617,25.8
2,1421048781.0,1,4.23,-73.98528289794922,40.702396392822266,-73.99217987060547,40.74591064453125,20.0
2,1422221934.0,1,4.0,-73.93160247802734,40.697513580322266,-73.9802017211914,40.67634582519531,22.0
2,1422270768.0,1,1.08,-73.95805358886719,40.810791015625,-73.94212341308594,40.80630874633789,8.16
2,1421870204.0,1,3.58,-73.93927764892578,40.80514144897461,-73.98108673095703,40.78443145751953,20.16
2,1420527695.0,1,1.14,-73.9395980834961,40.76491165161133,-73.92566680908203,40.76216125488281,7.68
2,1422532430.0,1,1.14,-73.86885070800781,40.74932861328125,-73.88480377197266,40.747337341308594,7.8
1,1421544173.0,1,1.2,-73.9493179321289,40.80192184448242,-73.96000671386719,40.80643844604492,8.75
1,1422565050.0,1,5.9,-73.94517517089844,40.808189392089844,-74.00294494628906,40.74736404418945,25.3
2,1421177463.0,1,2.7,-73.9631576538086,40.7115478515625,-73.92937469482422,40.70050048828125,14.8
2,1420089312.0,1,0.68,-73.93408203125,40.77106857299805,-73.93800354003906,40.762699127197266,5.8
1,1420086920.0,1,5.2,-73.8875961303711,40.87269592285156,-73.85391998291016,40.84006118774414,22.55
1,1420133958.0,1,6.0,-73.95755004882812,40.72224044799805,-73.8908462524414,40.75117492675781,21.3
1,1420617275.0,4,3.8,-73.9634017944336,40.6458854675293,-73.99016571044922,40.67242431640625,23.3
2,1422545206.0,1,1.46,-73.93021392822266,40.679378509521484,-73.92295837402344,40.66507339477539,10.3
2,1421449478.0,1,1.36,-73.94818878173828,40.7244873046875,-73.93617248535156,40.710758209228516,10.55
1,1422071550.0,1,9.5,-73.95930480957031,40.71793746948242,-73.96687316894531,40.791568756103516,36.3
2,1421323790.0,1,0.97,-73.93406677246094,40.84931564331055,-73.91716766357422,40.845916748046875,5.8
2,1420325981.0,5,0.81,-73.95171356201172,40.71493911743164,-73.9595947265625,40.71382141113281,6.8
1,1421064348.0,1,1.4,-73.93684387207031,40.80232620239258,-73.95075225830078,40.791664123535156,7.8
2,1422654386.0,1,1.42,-73.88700103759766,40.747371673583984,-73.91323852539062,40.74603271484375,8.3
2,1422223005.0,1,4.76,-73.93819427490234,40.796451568603516,-73.9827880859375,40.73871612548828,16.8
2,1420458382.0,1,1.53,-73.9271011352539,40.76605987548828,-73.90843200683594,40.76777648925781,7.8
2,1420889904.0,1,1.45,-73.95332336425781,40.79863357543945,-73.96829986572266,40.796932220458984,8.8
2,1420810130.0,1,1.71,-73.8895034790039,40.7470588684082,-73.89096069335938,40.734466552734375,9.8
2,1422186201.0,1,1.79,-73.9461441040039,40.789493560791016,-73.96365356445312,40.768409729003906,11.44
2,1422431144.0,1,4.47,-73.8583984375,40.8226318359375,-73.91213989257812,40.850372314453125,16.8
2,1421669001.0,1,1.34,-73.95917510986328,40.81525802612305,-73.95783233642578,40.800655364990234,7.8
2,1420385362.0,2,10.77,-73.9383773803711,40.82780456542969,-73.83417510986328,40.75778579711914,38.63
2,1421933175.0,1,5.98,-73.92607116699219,40.82811737060547,-73.92655181884766,40.76100540161133,30.76
2,1420707980.0,1,4.12,-73.84974670410156,40.82688903808594,-73.89141845703125,40.86190414428711,14.3
2,1421791057.0,1,1.31,-73.93548583984375,40.795806884765625,-73.95547485351562,40.80423355102539,9.8
2,1420842036.0,1,3.17,-73.96930694580078,40.689598083496094,-73.91572570800781,40.690216064453125,13.8
2,1421733646.0,1,6.01,-73.91604614257812,40.763973236083984,-73.95441436767578,40.81892776489258,31.8
2,1420326894.0,1,5.22,-73.94050598144531,40.839508056640625,-73.97135925292969,40.785911560058594,21.0
2,1421745537.0,1,1.28,-73.89188385009766,40.76877212524414,-73.91206359863281,40.77520751953125,8.6
2,1420290968.0,1,1.15,-73.93696594238281,40.79823684692383,-73.9484634399414,40.78628921508789,5.5
1,1421071778.0,2,1.9,-73.91889190673828,40.759124755859375,-73.93901062011719,40.75407409667969,12.8
1,1422570258.0,1,1.9,-73.9471206665039,40.79989242553711,-73.97234344482422,40.79561233520508,9.95
2,1421793476.0,1,6.18,-73.91314697265625,40.87196350097656,-73.96763610839844,40.80329132080078,23.3
2,1422570157.0,1,0.55,-73.94903564453125,40.714134216308594,-73.95584869384766,40.719383239746094,5.8
2,1420816762.0,1,5.16,-73.9530258178711,40.79190444946289,-73.94149017333984,40.8419303894043,19.3
1,1420679949.0,1,4.0,-73.95761108398438,40.71792221069336,-73.98209381103516,40.68692398071289,18.3
1,1421371067.0,1,1.6,-73.89033508300781,40.746334075927734,-73.91805267333984,40.758609771728516,11.75
2,1421935232.0,1,0.84,-73.9452896118164,40.80767822265625,-73.93815612792969,40.80132293701172,7.8
2,1420286638.0,1,3.71,-73.92559814453125,40.76180648803711,-73.98075103759766,40.76782989501953,20.0
2,1420199987.0,3,0.8,-73.9538345336914,40.79071807861328,-73.94525146484375,40.783538818359375,6.3
2,1422262434.0,1,6.23,-73.97343444824219,40.655128479003906,-74.02228546142578,40.62184524536133,21.3
2,1422133840.0,1,0.88,-73.9611587524414,40.71461868286133,-73.96826934814453,40.707767486572266,7.95
2,1420664688.0,1,0.83,-73.95570373535156,40.68098831176758,-73.96377563476562,40.67706298828125,7.4
1,1421700517.0,1,0.9,-73.94145965576172,40.798641204833984,-73.93522644042969,40.807586669921875,6.8
2,1421219510.0,2,1.68,-73.91707611083984,40.74199676513672,-73.93207550048828,40.75376510620117,9.3
2,1422128315.0,1,1.15,-73.94988250732422,40.78554153442383,-73.95589447021484,40.77235412597656,7.3
1,1422015954.0,1,2.3,-73.84429931640625,40.7213249206543,-73.81254577636719,40.72708511352539,11.8
2,1421701641.0,1,3.63,-73.91487121582031,40.753028869628906,-73.85951232910156,40.757755279541016,15.8
2,1422619876.0,1,2.5,-73.84427642822266,40.721317291259766,-73.81273651123047,40.72725296020508,11.8
1,1421072103.0,1,4.4,-73.96479034423828,40.68320846557617,-74.00513458251953,40.72687530517578,21.3
2,1420284485.0,1,0.43,-73.99405670166016,40.681583404541016,-73.98652648925781,40.67879104614258,4.8
2,1421438781.0,1,1.63,-73.9574203491211,40.636802673339844,-73.97449493408203,40.64327621459961,11.42
2,1420129618.0,1,8.6,-73.90837860107422,40.8737678527832,-73.96018981933594,40.7738037109375,28.8
1,1420202809.0,1,1.3,-73.88546752929688,40.74769592285156,-73.86975860595703,40.735687255859375,10.8
2,1422146788.0,4,0.67,-73.9548110961914,40.72058868408203,-73.94464874267578,40.726253509521484,5.8
1,1420145472.0,2,8.4,-73.95752716064453,40.72229766845703,-73.96630096435547,40.80464172363281,35.15
2,1420291633.0,1,0.49,-73.92259216308594,40.74341583251953,-73.9239730834961,40.735816955566406,4.3
2,1421866671.0,1,3.86,-73.9869384765625,40.7022819519043,-73.949462890625,40.68412399291992,17.3
1,1420832324.0,1,0.5,-73.91708374023438,40.764892578125,-73.92436981201172,40.76836013793945,5.8
2,1420223998.0,1,2.44,-73.96308898925781,40.712005615234375,-73.96013641357422,40.685218811035156,15.18
2,1422216263.0,1,1.68,-73.91896057128906,40.743038177490234,-73.88742065429688,40.737850189208984,8.8
2,1420208084.0,1,1.47,-73.90782928466797,40.81671142578125,-73.90482330322266,40.83265686035156,8.3
2,1422172187.0,1,8.09,-73.94852447509766,40.81359100341797,-73.98619079589844,40.73308181762695,26.8
2,1421439400.0,1,1.83,-73.84565734863281,40.85565185546875,-73.85781860351562,40.8397102355957,9.3
2,1421854388.0,1,3.68,-73.95813751220703,40.670196533203125,-73.93384552001953,40.627838134765625,17.3
2,1420245623.0,2,2.2,-73.95370483398438,40.67457580566406,-73.92369079589844,40.68634033203125,10.8
2,1420140880.0,1,3.6,-73.9476318359375,40.632476806640625,-73.89535522460938,40.63298797607422,14.3
1,1422185915.0,1,4.3,-73.98336791992188,40.672645568847656,-73.99556732177734,40.725318908691406,22.56
2,1422002573.0,6,6.87,-73.95511627197266,40.74147033691406,-73.8709487915039,40.774131774902344,20.3
2,1421427995.0,1,1.84,-73.80757141113281,40.700408935546875,-73.78158569335938,40.699462890625,12.5
2,1421374209.0,1,0.86,-73.95785522460938,40.72191619873047,-73.96710968017578,40.71161651611328,6.3
2,1422126304.0,1,1.84,-73.95529174804688,40.788665771484375,-73.97675323486328,40.78522872924805,9.3
1,1421753539.0,1,0.7,-73.96613311767578,40.58536911010742,-73.95447540283203,40.587547302246094,7.25
2,1420275690.0,1,1.49,-73.94746398925781,40.79070281982422,-73.94602966308594,40.77384567260742,8.3
2,1421999670.0,1,0.66,-73.91822052001953,40.84009552001953,-73.92456817626953,40.841468811035156,5.3
2,1420090993.0,1,3.6,-73.94096374511719,40.62653350830078,-73.95097351074219,40.666282653808594,14.3
2,1420100561.0,1,0.9,-73.95764923095703,40.722076416015625,-73.94952392578125,40.71403121948242,6.8
1,1421226469.0,1,1.4,-73.94867706298828,40.82847595214844,-73.93977355957031,40.84698486328125,12.8
2,1421432656.0,1,1.33,-73.88333892822266,40.737701416015625,-73.86275482177734,40.730010986328125,12.2
2,1421601107.0,1,0.8,-73.9188461303711,40.759159088134766,-73.92185974121094,40.767086029052734,6.12
2,1421149755.0,1,3.03,-73.96227264404297,40.71782684326172,-73.99720001220703,40.7176628112793,25.8
2,1421597772.0,1,2.4,-73.94349670410156,40.680110931396484,-73.95724487304688,40.65827941894531,13.3
2,1421110710.0,5,10.52,-73.94097137451172,40.83983612060547,-73.97380065917969,40.73808288574219,36.3
1,1422039475.0,1,4.2,-73.9930419921875,40.69209289550781,-73.9654541015625,40.7144889831543,18.8
2,1420318379.0,1,1.17,-73.95149230957031,40.689571380615234,-73.95535278320312,40.6776123046875,8.6
2,1421689242.0,1,1.7,-73.97723388671875,40.66902542114258,-73.96150970458984,40.66178512573242,14.0
2,1422216440.0,1,1.62,-73.93791198730469,40.828407287597656,-73.9259262084961,40.83849334716797,9.3
2,1420909762.0,1,4.88,-73.95417022705078,40.806175231933594,-73.93370819091797,40.856834411621094,20.35
1,1420452378.0,1,6.6,-73.9731216430664,40.67787551879883,-73.97653198242188,40.73956298828125,27.8
1,1420431917.0,1,1.0,-73.9293212890625,40.7586555480957,-73.9438705444336,40.762516021728516,6.8
2,1422518074.0,1,1.24,-73.91132354736328,40.76775360107422,-73.89604949951172,40.7788200378418,6.3
1,1422066736.0,1,0.8,-73.90666961669922,40.83745193481445,-73.91159057617188,40.83787536621094,8.3
2,1421344496.0,1,0.98,-73.98004150390625,40.68267822265625,-73.9872055053711,40.69396209716797,7.8
2,1420301309.0,1,0.86,-73.92252349853516,40.76291275024414,-73.9160385131836,40.77277374267578,7.4
2,1421430968.0,1,1.57,-73.93907165527344,40.80569839477539,-73.9539794921875,40.78701400756836,11.0
1,1421867861.0,1,0.8,-73.95398712158203,40.58742141723633,-73.9408187866211,40.58427810668945,7.8
1,1420537818.0,1,1.2,-73.93953704833984,40.81613540649414,-73.95088195800781,40.82075881958008,8.3
2,1421742272.0,1,0.83,-73.95113372802734,40.825443267822266,-73.94352722167969,40.83582305908203,7.12
2,1422467698.0,1,0.94,-73.96075439453125,40.801570892333984,-73.94556427001953,40.796913146972656,7.8
1,1421868869.0,1,1.5,-73.99552154541016,40.67948913574219,-73.97205352783203,40.67584228515625,11.3
2,1420820129.0,1,1.21,-73.83016204833984,40.713714599609375,-73.82563018798828,40.72275161743164,9.2
2,1420223268.0,1,0.56,-73.86943054199219,40.73400115966797,-73.87515258789062,40.74000930786133,6.5
1,1421963524.0,1,1.6,-73.9559555053711,40.69353485107422,-73.9662094116211,40.71296691894531,9.3
2,1420175153.0,1,15.03,-73.9599380493164,40.717472076416016,-73.78890991210938,40.64728546142578,45.3
2,1421606292.0,1,3.57,-73.86077880859375,40.836917877197266,-73.88639831542969,40.855003356933594,13.3
2,1422191917.0,1,2.41,-73.93577575683594,40.85026168823242,-73.91934967041016,40.872249603271484,10.8
2,1421465510.0,1,5.57,-73.95280456542969,40.72702407836914,-73.95320892333984,40.670841217041016,21.8
2,1420710839.0,1,0.57,-73.98389434814453,40.67625427246094,-73.9778823852539,40.68098831176758,6.2
2,1420407937.0,1,5.22,-73.95166015625,40.68846130371094,-74.0048828125,40.72281265258789,20.8
2,1422627967.0,5,0.36,-73.87939453125,40.87511444091797,-73.87886810302734,40.88013458251953,4.3
1,1421406711.0,1,0.9,-73.89289093017578,40.75477981567383,-73.87793731689453,40.754310607910156,7.85
2,1421874334.0,1,5.79,-73.9579849243164,40.72181701660156,-73.9750747680664,40.666748046875,25.4
2,1421231047.0,5,1.63,-73.941650390625,40.791751861572266,-73.95704650878906,40.77070999145508,12.8
1,1420991225.0,1,1.3,-73.86925506591797,40.73447036743164,-73.87145233154297,40.74827194213867,8.8
1,1422637929.0,2,1.6,-73.88549041748047,40.74575424194336,-73.90289306640625,40.73710250854492,12.0
2,1420793791.0,1,1.13,-73.8675765991211,40.74944305419922,-73.85791015625,40.74270248413086,6.8
1,1422142402.0,1,1.1,-73.94548797607422,40.71445083618164,-73.94015502929688,40.70109558105469,8.3
2,1420882646.0,1,0.91,-73.9535903930664,40.80693435668945,-73.94454956054688,40.80080032348633,6.3
2,1420617702.0,1,1.36,-73.96109008789062,40.80691146850586,-73.96995544433594,40.7899055480957,8.6
2,1421847145.0,1,3.72,-73.95429992675781,40.81612777709961,-73.97993469238281,40.7812614440918,16.3
2,1420134148.0,1,0.93,-73.88629150390625,40.74456024169922,-73.87468719482422,40.74891662597656,6.8
2,1422181580.0,1,1.27,-73.94456481933594,40.80291748046875,-73.94949340820312,40.7878303527832,7.3
2,1420262465.0,1,2.27,-73.98970031738281,40.68798065185547,-73.9532470703125,40.675933837890625,10.3
2,1422638682.0,5,3.52,-73.98644256591797,40.70378875732422,-73.95588684082031,40.71167755126953,20.16
2,1421086001.0,5,1.72,-73.98660278320312,40.703311920166016,-73.98179626464844,40.68416976928711,15.2
2,1420312614.0,1,1.24,-73.90340423583984,40.745933532714844,-73.89544677734375,40.758785247802734,8.92
2,1420551595.0,1,10.28,-73.94829559326172,40.79827117919922,-73.98898315429688,40.692718505859375,31.3
2,1422571056.0,1,2.05,-73.99431610107422,40.685699462890625,-73.97016906738281,40.69160079956055,11.3
2,1420106334.0,1,2.97,-73.95750427246094,40.71171188354492,-73.9786605834961,40.68940734863281,12.8
1,1420817709.0,1,5.4,-73.8667221069336,40.757633209228516,-73.93939208984375,40.754276275634766,21.8
1,1422438097.0,1,3.6,-73.97412109375,40.689693450927734,-73.99222564697266,40.7308235168457,20.3
1,1422566532.0,1,1.3,-73.90324401855469,40.74580764770508,-73.8839340209961,40.74336242675781,7.8
2,1420386460.0,1,4.33,-73.8709945678711,40.73390197753906,-73.9019775390625,40.77336120605469,14.8
2,1420888232.0,5,5.29,-73.95223999023438,40.80317306518555,-73.97076416015625,40.75089645385742,23.0
2,1420206353.0,1,1.07,-73.98717498779297,40.69194030761719,-73.9896469116211,40.70234680175781,7.8
2,1422196713.0,1,1.98,-73.97758483886719,40.67156982421875,-73.97506713867188,40.65016555786133,10.8
2,1422535752.0,1,19.39,-73.95413208007812,40.787147521972656,-73.7763442993164,40.645362854003906,68.13
2,1420302301.0,1,1.93,-73.90351867675781,40.74591827392578,-73.8931884765625,40.727210998535156,10.8
2,1421251387.0,1,1.25,-73.95955657958984,40.80881881713867,-73.94368743896484,40.810142517089844,11.6
2,1422351767.0,3,4.76,-73.89849090576172,40.86026382446289,-73.86708068847656,40.83180618286133,17.3
2,1420199072.0,1,2.84,-73.95635223388672,40.80277633666992,-73.9480972290039,40.834075927734375,12.8
2,1421329407.0,6,1.82,-73.92855072021484,40.834312438964844,-73.93672943115234,40.84554672241211,9.3
2,1420672617.0,1,1.38,-73.86981201171875,40.73347473144531,-73.85228729248047,40.73775100708008,9.9
1,1420792033.0,1,2.7,-73.9483642578125,40.80385971069336,-73.95513153076172,40.77737808227539,23.15
2,1422606128.0,4,4.59,-73.9847183227539,40.579036712646484,-74.03170776367188,40.62192916870117,16.3
1,1420285221.0,2,4.6,-73.9897689819336,40.702537536621094,-73.99366760253906,40.75006866455078,18.3
1,1422193176.0,1,0.8,-73.95003509521484,40.714202880859375,-73.96219635009766,40.71770477294922,5.8
2,1421527932.0,1,6.05,-73.94026947021484,40.84796142578125,-73.98261260986328,40.7722282409668,20.3
2,1420938771.0,2,1.35,-73.9590835571289,40.71852111816406,-73.95240783691406,40.73256301879883,9.9
2,1420938827.0,1,7.75,-73.89070129394531,40.74640655517578,-73.93753051757812,40.82902526855469,24.3
1,1421457033.0,2,6.2,-73.95347595214844,40.74262237548828,-73.99916076660156,40.69401550292969,20.3
1,1422055838.0,1,3.5,-73.9638671875,40.80289077758789,-73.91703033447266,40.811378479003906,15.3
2,1422138952.0,1,2.03,-73.93585205078125,40.79545593261719,-73.96089172363281,40.80681610107422,10.3
2,1420462902.0,1,1.61,-73.95931243896484,40.80926513671875,-73.97008514404297,40.78901672363281,9.3
2,1420847106.0,1,3.13,-73.80709838867188,40.69929122924805,-73.8071517944336,40.734073638916016,13.3
2,1422366193.0,1,1.43,-73.94876098632812,40.7111701965332,-73.9388656616211,40.72256088256836,8.8
2,1421095659.0,1,1.15,-73.97657012939453,40.68291473388672,-73.97750091552734,40.670013427734375,7.5
1,1422209708.0,2,1.8,-73.95585632324219,40.71406936645508,-73.95512390136719,40.73501968383789,14.65
2,1421232286.0,1,1.07,-73.82630920410156,40.712493896484375,-73.83837890625,40.72321319580078,7.3
2,1420926177.0,2,0.75,-73.95378112792969,40.68073654174805,-73.95668029785156,40.67434310913086,7.68
2,1420636593.0,1,3.2,-73.9871826171875,40.690650939941406,-73.95868682861328,40.691383361816406,17.3
2,1420259333.0,1,2.75,-73.90068817138672,40.85652160644531,-73.9193344116211,40.8238525390625,13.8
2,1421263160.0,1,7.67,-73.95462036132812,40.71867752075195,-73.97175598144531,40.6439208984375,33.8
2,1421600863.0,1,0.92,-73.93891906738281,40.80538558959961,-73.93576049804688,40.79619598388672,5.8
2,1422043824.0,2,1.07,-73.92164611816406,40.766788482666016,-73.92407989501953,40.75408172607422,8.8
2,1420562533.0,6,2.77,-73.96508026123047,40.80660629272461,-73.97825622558594,40.773197174072266,14.8
2,1420912022.0,2,1.01,-73.8890380859375,40.74927520751953,-73.87439727783203,40.74864959716797,8.8
2,1422584497.0,1,0.77,-73.84431457519531,40.72078323364258,-73.84321594238281,40.72798538208008,7.88
1,1421916986.0,2,2.6,-73.99368286132812,40.6997184753418,-73.97801971435547,40.673912048339844,15.35
2,1421252326.0,1,0.65,-73.99275207519531,40.69804763793945,-73.9909896850586,40.70257568359375,7.4
2,1422528776.0,1,0.87,-73.93790435791016,40.81819534301758,-73.9473648071289,40.81045913696289,6.3
2,1420334056.0,1,0.64,-73.94456481933594,40.71457290649414,-73.94925689697266,40.71110916137695,6.3
2,1420224200.0,1,7.17,-73.83200073242188,40.714664459228516,-73.71156311035156,40.74970626831055,23.8
2,1421394597.0,1,2.34,-73.87149810791016,40.83738327026367,-73.83723449707031,40.851966857910156,10.0
1,1421868826.0,1,6.8,-73.94696044921875,40.81087112426758,-74.00407409667969,40.74797058105469,25.3
2,1420808921.0,1,1.89,-73.92137145996094,40.76666259765625,-73.93602752685547,40.75445556640625,9.8
2,1420274837.0,1,3.51,-73.93785858154297,40.749000549316406,-73.98110961914062,40.74998474121094,14.3
2,1422053816.0,1,6.81,-73.95797729492188,40.721923828125,-73.98921966552734,40.67978286743164,26.76
1,1421998810.0,4,19.6,-73.9432144165039,40.82627487182617,-73.78274536132812,40.64891052246094,62.0
